"admin2Name","admin1Name","Shape_Leng","Shape_Area","LGA","ID","Area_km2","clust"
"Ankpa","Kogi",1.53400845959,0.104971349033,"Ankpa",58,1281.44029500061,"23_2"
"Bassa","Kogi",2.18621869063,0.158630458488,"Bassa_Kogi",90,1935.04143127737,"23_2"
"Dekina","Kogi",2.12428471042,0.197226460234,"Dekina",150,2407.07798370885,"23_2"
"Ibaji","Kogi",1.50584190524,0.109206558232,"Ibaji",267,1334.9929024509,"23_3"
"Idah","Kogi",0.46633447538,0.0109797651431,"Idah",276,134.151732616787,"23_3"
"Igalamela-Odolu","Kogi",2.20714401602,0.173025186028,"Igalamela-Odolu",295,2114.04068595024,"23_3"
"Ijumu","Kogi",1.72340026639,0.10514418678,"Ijumu",307,1282.456289276,"23_4"
"Kabba/Bunu","Kogi",2.6109091433,0.220941187125,"Kabba/Bunu",379,2693.15069616694,"23_1"
"Kogi","Kogi",1.83204848329,0.122583228293,"Kogi",420,1494.05873270092,"23_1"
"Lokoja","Kogi",3.51906999065,0.262714082511,"Lokoja",452,3201.4955418374,"23_1"
"Mopa-Muro","Kogi",1.26616991739,0.06836567719,"Mopa-Muro",485,833.250346092007,"23_4"
"Ofu","Kogi",2.42393951443,0.140479174127,"Ofu",534,1715.42198721616,"23_3"
"Ogori/Magongo","Kogi",0.345357115757,0.00649702812662,"Ogori/Magongo",543,79.3104037687427,"23_1"
"Okehi","Kogi",1.37345736435,0.0541871066261,"Okehi",556,661.109307277487,"23_1"
"Okene","Kogi",1.00527394322,0.0244375153507,"Okene",557,298.318919508785,"23_1"
"Olamabolo","Kogi",1.46710878203,0.0810892799664,"Olamabolo",565,990.463984501654,"23_2"
"Omala","Kogi",1.63565461038,0.130480926074,"Omala",569,1591.5632092444,"23_2"
"Yagba East","Kogi",2.09732539812,0.120840489084,"Yagba East",727,1472.71425366185,"23_4"
"Yagba West","Kogi",1.59407633078,0.105484956754,"Yagba West",728,1285.1318904655,"23_4"
"Asa","Kwara",1.89462940192,0.109681892423,"Asa",65,1335.79216153779,"24_1"
"Baruten","Kwara",4.92264227028,0.796420590861,"Baruten",89,9677.7377548436,"24_2"
"Edu","Kwara",2.46537511418,0.208362608953,"Edu",165,2534.69683298695,"24_3"
"Ekiti","Kwara",0.969626482467,0.0389950085411,"Ekiti",176,475.320390002338,"24_4"
"Ifelodun","Kwara",3.57163271123,0.282390971609,"Ifelodun_Kwara",292,3438.39502599521,"24_3"
"Ilorin East","Kwara",1.20299895613,0.0370637471783,"Ilorin East",333,451.195940215763,"24_1"
"Ilorin South","Kwara",0.86732264237,0.0201553687045,"Ilorin South",334,245.456206096293,"24_1"
"Ilorin West","Kwara",0.543716830185,0.0122373313984,"Ilorin West",335,149.029229617066,"24_1"
"Irepodun","Kwara",1.48591553787,0.0575219414278,"Irepodun_Kwara",342,701.045827655746,"24_4"
"Isin","Kwara",1.01047120363,0.0518034019888,"Isin",354,631.203632944549,"24_4"
"Kaiama","Kwara",3.65177814448,0.57096495948,"Kaiama",387,6935.96123198743,"24_5"
"Moro","Kwara",2.30668897644,0.256482990692,"Moro",486,3120.47408857829,"24_1"
"Offa","Kwara",0.387386670067,0.00773818847012,"Offa",533,94.3127805991795,"24_4"
"Oke-Ero","Kwara",1.17549999768,0.0357493240479,"Oke-Ero",555,435.667499710711,"24_4"
"Oyun","Kwara",1.44718453594,0.0417478169405,"Oyun",613,508.804017510868,"24_4"
"Pategi","Kwara",2.22170052914,0.238928300789,"Pategi",617,2908.55203567855,"24_3"
"Agege","Lagos",0.136929295861,0.000938556683034,"Agege",21,11.4777010576955,"25_1"
"Ajeromi-Ifelodun","Lagos",0.136004964622,0.00104276508181,"Ajeromi-Ifelodun",31,12.7562784060616,"25_1"
"Alimosho","Lagos",0.589766815932,0.015008636535,"Alimosho",47,183.559682786701,"25_1"
"Amuwo-Odofin","Lagos",0.690195236841,0.0113422338121,"Amuwo-Odofin",49,138.756251601176,"25_1"
"Apapa","Lagos",0.281546921406,0.00164032435341,"Apapa",60,20.0665772571769,"25_1"
"Badagry","Lagos",1.08889756807,0.0369853744767,"Badagry",79,452.457888467474,"25_1"
"Epe","Lagos",2.40174827755,0.0965468605813,"Epe",187,1180.83851342187,"25_1"
"Eti-Osa","Lagos",0.750129292963,0.0156158589452,"Eti-Osa",198,191.029433855405,"25_1"
"Ibeju/Lekki","Lagos",1.42859627755,0.0369535029305,"Ibeju/Lekki",271,452.045522892068,"25_1"
"Ifako-Ijaye","Lagos",0.267548977758,0.00270297511973,"Ifako-Ijaye",284,33.0523457243458,"25_1"
"Ikeja","Lagos",0.372018270901,0.00380860342855,"Ikeja",313,46.5778612122144,"25_1"
"Ikorodu","Lagos",0.86934734509,0.0326159576394,"Ikorodu",319,398.872523319049,"25_1"
"Kosofe","Lagos",0.402182627648,0.00666933376527,"Kosofe",426,81.5650466449752,"25_1"
"Lagos Island","Lagos",0.10410787,0.000702816340536,"Lagos Island",442,8.59765092201155,"25_1"
"Lagos Mainland","Lagos",0.197079004983,0.0019214244978,"Lagos Mainland",443,23.5031000770942,"25_1"
"Mushin","Lagos",0.182035731393,0.00135357651059,"Mushin",490,16.5560079603466,"25_1"
"Ojo","Lagos",0.668769004842,0.0132160235317,"Ojo",553,161.673192741715,"25_1"
"Oshodi-Isolo","Lagos",0.315352323012,0.00360760299827,"Oshodi-Isolo",596,44.125762359874,"25_1"
"Shomolu","Lagos",0.137820126772,0.000914285754572,"Shomolu",654,11.1828035771431,"25_1"
"Surulere","Lagos",0.213764850071,0.00159777245557,"Surulere_Lagos",665,19.5442857671942,"25_1"
"Akwanga","Nasarawa",1.2289734048,0.076951759008,"Akwanga",44,935.772231984256,"26_1"
"Awe","Nasarawa",2.57278436847,0.216750472425,"Awe",73,2641.13478232563,"26_2"
"Doma","Nasarawa",2.29391222074,0.204135907698,"Doma",153,2487.99412502025,"26_1"
"Karu","Nasarawa",2.57363875317,0.237271030253,"Karu",401,2885.24627325395,"26_3"
"Keana","Nasarawa",1.64620770152,0.0956294636205,"Keana",411,1165.44034678208,"26_1"
"Keffi","Nasarawa",0.386132896093,0.00927081298492,"Keffi",413,112.790282747528,"26_3"
"Kokona","Nasarawa",2.32973649754,0.209979677999,"Kokona",422,2555.40536866305,"26_1"
"Lafia","Nasarawa",3.2729368303,0.21831164645,"Lafia",440,2657.52329875836,"26_1"
"Nasarawa-Eggon","Nasarawa",1.59194107715,0.103405921836,"Nasarawa-Eggon",495,1258.40167631401,"26_1"
"Nasarawa","Nasarawa",2.85965406536,0.398428799378,"Nasarawa_Nasarawa",496,4854.20801514433,"26_4"
"Obi","Nasarawa",1.50056748672,0.0834360530181,"Obi_Nasarawa",519,1016.40545733369,"26_1"
"Toto","Nasarawa",2.43878760733,0.244828304994,"Toto",681,2983.0998376905,"26_4"
"Wamba","Nasarawa",1.46236906016,0.0995273056415,"Wamba",714,1210.46731624613,"26_1"
"Agaie","Niger",1.87856335839,0.157848350851,"Agaie",19,1919.95973385341,"27_1"
"Agwara","Niger",1.54546290341,0.12163417381,"Agwara",23,1471.63550780726,"27_2"
"Bida","Niger",0.251095472957,0.00428563491519,"Bida",101,52.1064604638017,"27_1"
"Borgu","Niger",5.67943840525,0.929069095283,"Borgu",117,11255.5271144542,"27_2"
"Bosso","Niger",1.87676835067,0.125171263243,"Bosso",119,1519.70675658291,"27_3"
"Chanchaga","Niger",0.294524582187,0.00520407142093,"Chanchaga",132,63.1809092793481,"27_3"
"Edati","Niger",1.29983829472,0.0749495432545,"Edati",162,911.373688977963,"27_4"
"Gbako","Niger",1.96671332155,0.144039805659,"Gbako",230,1750.31789413141,"27_1"
"Gurara","Niger",2.0987311906,0.0930699668623,"Gurara",247,1130.85809790838,"27_5"
"Katcha","Niger",2.54171429823,0.135785783311,"Katcha",403,1650.65895008387,"27_1"
"Kontagora","Niger",1.849328683,0.146328505547,"Kontagora",425,1772.31183526228,"27_6"
"Lapai","Niger",3.39811112815,0.249007811358,"Lapai",447,3030.34941283911,"27_7"
"Lavun","Niger",2.13503144096,0.213168420833,"Lavun",449,2589.31921306399,"27_4"
"Magama","Niger",3.5142939463,0.33486688666,"Magama",456,4056.22715945315,"27_8"
"Mariga","Niger",3.57432602104,0.4768902288,"Mariga",468,5771.14360408096,"27_6"
"Mashegu","Niger",4.49860486321,0.766634085664,"Mashegu",471,9300.53859204081,"27_8"
"Mokwa","Niger",6.76815542887,0.436076484479,"Mokwa",484,5301.00375427026,"27_4"
"Muya","Niger",2.06467173097,0.171991216555,"Muya",491,2086.78903442557,"27_5"
"Paikoro","Niger",2.82587558748,0.171981127185,"Paikoro",614,2088.82683073858,"27_5"
"Rafi","Niger",2.97807325999,0.303771178697,"Rafi",622,3681.85465125,"27_9"
"Rijau","Niger",3.26058633116,0.258093120003,"Rijau",625,3119.16015503552,"27_10"
"Shiroro","Niger",4.34022001483,0.43140111026,"Shiroro",652,5229.97044416248,"27_9"
"Suleja","Niger",0.501460447121,0.0106260699646,"Suleja",662,129.158330972815,"27_5"
"Tafa","Niger",0.670942654478,0.0198749292946,"Tafa",667,241.491512627039,"27_5"
"Wushishi","Niger",2.31180106593,0.149187505442,"Wushishi",725,1810.90773789339,"27_3"
"Abeokuta North","Ogun",1.18719532659,0.0629159599219,"Abeokuta North",6,768.453631574146,"28_1"
"Abeokuta South","Ogun",0.315971268853,0.00460905060577,"Abeokuta South",7,56.303276731987,"28_1"
"Ado-Odo/Ota","Ogun",1.21098406485,0.0698404129543,"Ado-Odo/Ota",14,854.08729984499,"28_1"
"Egbado North","Ogun",1.82060800954,0.151987536629,"Egbado North",167,1856.80953394046,"28_1"
"Egbado South","Ogun",1.20060253239,0.0596100997328,"Egbado South",168,728.737746322799,"28_1"
"Ewekoro","Ogun",1.05015224931,0.051181626282,"Ewekoro",205,625.482755143189,"28_1"
"Ifo","Ogun",1.12858749104,0.0440472104011,"Ifo",293,538.496808107396,"28_1"
"Ijebu East","Ogun",2.26015333986,0.177466378566,"Ijebu East",302,2169.36843261709,"28_2"
"Ijebu North","Ogun",1.20794787422,0.0780515987044,"Ijebu North",303,953.740470248969,"28_2"
"Ijebu North East","Ogun",0.653123815016,0.0173609969782,"Ijebu North East",304,212.199523353979,"28_2"
"Ijebu Ode","Ogun",0.695237702612,0.0116645070195,"Ijebu Ode",305,142.613655806174,"28_2"
"Ikenne","Ogun",0.533220889559,0.0119220663646,"Ikenne",314,145.713621069898,"28_2"
"Imeko-Afon","Ogun",2.25384071632,0.148150195881,"Imeko-Afon",336,1807.93089036932,"28_1"
"Ipokia","Ogun",1.28785145152,0.0468090167144,"Ipokia",339,572.439463297262,"28_1"
"Obafemi-Owode","Ogun",1.77917047375,0.120672391767,"Obafemi-Owode",517,1474.55576828747,"28_2"
"Odeda","Ogun",1.9202771373,0.117553444991,"Odeda",528,1435.54549586336,"28_1"
"Odogbolu","Ogun",0.933346053064,0.0447940340979,"Odogbolu",531,547.611245625283,"28_2"
"Ogun waterside","Ogun",1.81567845642,0.0792521658646,"Ogun waterside",545,969.434295978663,"28_2"
"Remo North","Ogun",0.594873507494,0.0171022362956,"Remo North",624,208.981578482415,"28_2"
"Shagamu","Ogun",0.974434607336,0.0490301668732,"Shagamu",644,599.40033460706,"28_2"
"Akoko North East","Ondo",1.00868131123,0.0281813118911,"Akoko North East",37,343.966193199636,"29_1"
"Akoko North West","Ondo",1.02763413089,0.0466440020745,"Akoko North West",38,569.189279283601,"29_1"
"Akoko South East","Ondo",0.583769684721,0.018187247489,"Akoko South East",39,222.038619535609,"29_1"
"Akoko South West","Ondo",0.875523793624,0.0401179711218,"Akoko South West",40,489.805362159464,"29_1"
"Akure North","Ondo",1.15418611374,0.0553354259785,"Akure North",42,675.807805858221,"29_2"
"Akure South","Ondo",0.80938423768,0.0252219176368,"Akure South",43,308.064065732653,"29_2"
"Ese-Odo","Ondo",1.53000087318,0.0880113590598,"Ese-Odo",192,1077.21055021251,"29_2"
"Idanre","Ondo",1.86853260154,0.156824742231,"Idanre",277,1916.43488951085,"29_2"
"Ifedore","Ondo",0.728152159765,0.0259957234233,"Ifedore",290,317.4080027116,"29_2"
"Ilaje","Ondo",2.14921564176,0.0787576357955,"Ilaje",327,963.775802588897,"29_2"
"Ile-Oluji-Okeigbo","Ondo",1.28359190315,0.0487359438476,"Ile-Oluji-Okeigbo",328,595.210508888281,"29_2"
"Irele","Ondo",1.283047357,0.0728737255967,"Irele",340,891.390336994772,"29_2"
"Odigbo","Ondo",2.4951370626,0.15364669865,"Odigbo",529,1878.48150099864,"29_2"
"Okitipupa","Ondo",1.29982217877,0.0699544742208,"Okitipupa",559,855.580056682842,"29_2"
"Ondo East","Ondo",1.40614848902,0.0367110502012,"Ondo East",572,448.452646218648,"29_2"
"Ondo West","Ondo",1.33872750791,0.0785083087069,"Ondo West",573,959.354437710616,"29_2"
"Ose","Ondo",2.11528658475,0.116653744659,"Ose",593,1425.31571633158,"29_1"
"Owo","Ondo",1.49739803276,0.0931850539392,"Owo",607,1138.33133230135,"29_1"
"Aiyedade","Osun",1.79514048995,0.0624360796897,"Aiyedade",27,762.439207396078,"30_1"
"Aiyedire","Osun",0.710150319692,0.0248184781042,"Aiyedire",28,302.894840779656,"30_1"
"Atakumosa East","Osun",0.919956417708,0.0380028935154,"Atakumosa East",67,463.950286096378,"30_1"
"Atakumosa West","Osun",0.85027820966,0.0304458037036,"Atakumosa West",68,371.557074897807,"30_1"
"Boluwaduro","Osun",0.521276813642,0.0122133401863,"Boluwaduro",114,148.934952802561,"30_1"
"Boripe","Osun",0.608893018243,0.0118275005527,"Boripe",118,144.254277180189,"30_1"
"Ede North","Osun",0.471440337993,0.00834363818186,"Ede North",163,101.793840297721,"30_1"
"Ede South","Osun",0.566023478856,0.0176236767624,"Ede South",164,215.046534700928,"30_1"
"Egbedore","Osun",0.827312269285,0.0220263273369,"Egbedore",170,268.682590032124,"30_1"
"Ejigbo","Osun",1.1304848793,0.0297912753225,"Ejigbo",173,363.360459457447,"30_1"
"Ife Central","Osun",0.398803172422,0.0090713679041,"Ife Central",285,110.719535068812,"30_1"
"Ife East","Osun",0.752095048367,0.0157070835961,"Ife East",286,191.76304344654,"30_1"
"Ife North","Osun",1.8470166597,0.0737271661922,"Ife North",287,900.38329569829,"30_1"
"Ife South","Osun",1.40604887123,0.0604310276613,"Ife South",288,738.091184389284,"30_1"
"Ifedayo","Osun",0.656352679226,0.0113422841472,"Ifedayo",289,138.29602204373,"30_1"
"Ifelodun","Osun",0.479809282517,0.00975628499409,"Ifelodun_Osun",291,118.975278638503,"30_1"
"Ila","Osun",0.799635179944,0.022902497871,"Ila",326,279.24435415002,"30_1"
"Ilesha East","Osun",0.31809353699,0.00569954188387,"Ilesha East",330,69.5550400262343,"30_1"
"Ilesha West","Osun",0.291576090978,0.00348826118814,"Ilesha West",331,42.5656260449074,"30_1"
"Irepodun","Osun",0.26445678806,0.00248649736648,"Irepodun_Osun",344,30.3273081151465,"30_1"
"Irewole","Osun",0.617416792206,0.0214748304832,"Irewole",345,262.184199562019,"30_1"
"Isokan","Osun",0.880582323687,0.0357559144277,"Isokan",356,436.698727766421,"30_1"
"Iwo","Osun",0.813667356809,0.0223476245739,"Iwo",365,272.688770819833,"30_1"
"Obokun","Osun",0.896860582184,0.0416511532168,"Obokun",523,508.091972789617,"30_1"
"Odo-Otin","Osun",0.746570495975,0.0238611780066,"Odo-Otin",530,290.919816546007,"30_1"
"Ola-oluwa","Osun",0.702348276982,0.0267314133632,"Ola-oluwa",564,326.108820395967,"30_1"
"Olorunda","Osun",0.548402109465,0.00889549853768,"Olorunda",566,108.492308558202,"30_1"
"Oriade","Osun",1.09454243359,0.0377343572462,"Oriade",583,460.565396500893,"30_1"
"Orolu","Osun",0.428249585759,0.00895735578583,"Orolu",585,109.237207665408,"30_1"
"Osogbo","Osun",0.361620211716,0.00499900545516,"Osogbo",598,60.9852174730449,"30_1"
"Afijio","Oyo",1.00276222525,0.0271438743662,"Afijio",16,331.148498479121,"31_1"
"Akinyele","Oyo",1.05054929213,0.0488913397753,"Akinyele",34,596.677792871051,"31_2"
"Atiba","Oyo",2.0446428736,0.148557919703,"Atiba",69,1810.22455889685,"31_1"
"Atigbo","Oyo",2.97931855719,0.236831665629,"Atigbo",70,2884.68840905793,"31_3"
"Egbeda","Oyo",0.719374439919,0.0211690473798,"Egbeda",169,258.454352591557,"31_2"
"Ibadan North","Oyo",0.230377835086,0.00318983881274,"Ibadan North",262,38.9435682054041,"31_2"
"Ibadan North East","Oyo",0.172884566556,0.00108357505672,"Ibadan North East",263,13.2299223350257,"31_2"
"Ibadan North West","Oyo",0.153545791107,0.000937178448394,"Ibadan North West",264,11.4421444641336,"31_2"
"Ibadan South East","Oyo",0.160161737674,0.00114945744016,"Ibadan South East",265,14.0354316425091,"31_2"
"Ibadan South West","Oyo",0.307987530331,0.00394472592106,"Ibadan South West",266,48.1649236319903,"31_2"
"Ibarapa Central","Oyo",1.1802474645,0.0559984343455,"Ibarapa Central",268,683.606849049074,"31_4"
"Ibarapa East","Oyo",1.31402002015,0.0616640626898,"Ibarapa East",269,752.548701550076,"31_4"
"Ibarapa North","Oyo",1.25701812839,0.078901858687,"Ibarapa North",270,962.748331436627,"31_4"
"Ido","Oyo",1.47793792968,0.0709346921839,"Ido",282,865.838878388362,"31_2"
"Irepo","Oyo",1.31674637417,0.0804805828642,"Irepo",341,978.726740412252,"31_3"
"Iseyin","Oyo",2.11051659798,0.148674732184,"Iseyin",348,1812.98287343655,"31_4"
"Itesiwaju","Oyo",1.8562254855,0.126393678141,"Itesiwaju",361,1540.18493420647,"31_4"
"Iwajowa","Oyo",2.3793951197,0.195814578329,"Iwajowa",364,2387.44954842596,"31_4"
"Kajola","Oyo",0.933632461822,0.0495645832536,"Kajola",389,604.273619754527,"31_4"
"Lagelu","Oyo",0.879673997662,0.0223492627725,"Lagelu",441,272.795623229478,"31_2"
"Ogbomosho North","Oyo",0.395901526388,0.00747644852207,"Ogbomosho North",539,91.1229464863219,"31_1"
"Ogbomosho South","Oyo",0.275539144014,0.00237829979974,"Ogbomosho South",540,28.9893814891304,"31_1"
"Ogo Oluwa","Oyo",0.852565565823,0.0307572920814,"Ogo Oluwa",541,375.030781094322,"31_1"
"Olorunsogo","Oyo",1.38661956079,0.0869147708279,"Olorunsogo",567,1057.64409584722,"31_3"
"Oluyole","Oyo",1.01601302702,0.0546861874454,"Oluyole",568,667.952772374909,"31_2"
"Ona-Ara","Oyo",0.842971711904,0.0272149692894,"Ona-Ara",571,332.37627489466,"31_2"
"Orelope","Oyo",1.27465554569,0.0749289788179,"Orelope",580,911.68922944329,"31_3"
"Ori Ire","Oyo",1.93756935971,0.166944447051,"Ori Ire",582,2033.72256303435,"31_1"
"Oyo East","Oyo",1.06547286866,0.0292951549781,"Oyo East",611,357.34102859283,"31_1"
"Oyo West","Oyo",1.35834406149,0.0488424521592,"Oyo West",612,595.665612932427,"31_1"
"Saki East","Oyo",1.60551167713,0.112367682117,"Saki East",638,1367.67502713496,"31_3"
"Saki West","Oyo",2.04748641645,0.154395253479,"Saki West",639,1879.46586907247,"31_3"
"Surulere","Oyo",1.32691998569,0.0850406544956,"Surulere_Oyo",666,1036.63086425222,"31_1"
"Barikin Ladi","Plateau",1.53289352404,0.0820866362262,"Barikin Ladi",88,996.772893626777,"32_1"
"Bassa","Plateau",1.92543851534,0.135893456643,"Bassa_Plateau",91,1647.57110828866,"32_1"
"Bokkos","Plateau",1.55906328994,0.141636512508,"Bokkos",113,1721.49157377678,"32_2"
"Jos East","Plateau",1.133166752,0.0847189786347,"Jos East",376,1027.73433906707,"32_1"
"Jos North","Plateau",0.630279702463,0.0216173893044,"Jos North",377,262.197542541948,"32_1"
"Jos South","Plateau",1.0014380124,0.0466533226522,"Jos South",378,566.16371978291,"32_1"
"Kanam","Plateau",2.58837142839,0.226096718077,"Kanam",393,2745.85756305921,"32_3"
"Kanke","Plateau",1.39078082649,0.0774039836508,"Kanke",395,940.370124926356,"32_4"
"Langtang North","Plateau",1.44941647217,0.064352157262,"Langtang North",445,782.424679714026,"32_4"
"Langtang South","Plateau",1.44596870811,0.0984758023919,"Langtang South",446,1198.87736735535,"32_4"
"Mangu","Plateau",2.1180418688,0.132505660236,"Mangu",465,1609.67946586555,"32_2"
"Mikang","Plateau",1.28916434885,0.0645686862686,"Mikang",479,785.218291209465,"32_4"
"Pankshin","Plateau",2.04354339833,0.118058078569,"Pankshin",615,1434.64730884247,"32_4"
"Qua'an Pan","Plateau",2.30370606362,0.208712469014,"Qua'an Pan",620,2539.91764570634,"32_2"
"Riyom","Plateau",1.266717606,0.068229442793,"Riyom",629,828.472785580135,"32_1"
"Shendam","Plateau",2.59710959048,0.200463358328,"Shendam",649,2439.80988885788,"32_4"
"Wase","Plateau",2.92231480486,0.409522981882,"Wase",721,4979.46328480813,"32_3"
"Abua/Odual","Rivers",1.2570649526,0.0583775330228,"Abua/Odual",10,716.082323325685,"33_1"
"Ahoada East","Rivers",0.931190380696,0.0259453373401,"Ahoada East",25,318.152912375452,"33_1"
"Ahoada West","Rivers",0.961109860656,0.035915673181,"Ahoada West",26,440.409999588681,"33_1"
"Akuku Toru","Rivers",1.42004523421,0.101608459852,"Akuku Toru",41,1246.89069908274,"33_1"
"Andoni","Rivers",0.727159576421,0.0204684870726,"Andoni",53,251.190583600163,"33_1"
"Asari-Toru","Rivers",0.534923169271,0.00937565380039,"Asari-Toru",66,115.019395593204,"33_1"
"Bonny","Rivers",1.28685762847,0.0449427563539,"Bonny",116,551.545112476423,"33_1"
"Degema","Rivers",1.86438160456,0.0804015302787,"Degema",149,986.598078293733,"33_1"
"Eleme","Rivers",0.417571399393,0.0111349588746,"Eleme",181,136.595250064206,"33_1"
"Emohua","Rivers",1.54888034094,0.0679258901472,"Emohua",182,833.001044607513,"33_1"
"Etche","Rivers",1.12608864161,0.066534288612,"Etche",195,815.82739774163,"33_1"
"Gokana","Rivers",0.452240966797,0.0108189773447,"Gokana",237,132.742386689288,"33_1"
"Ikwerre","Rivers",1.09122762494,0.0536734863731,"Ikwerre",323,658.159172244974,"33_1"
"Khana","Rivers",0.990284935863,0.0455529054286,"Khana",414,558.893173905992,"33_1"
"Obia/Akpor","Rivers",0.817310695893,0.0210047736752,"Obia/Akpor",522,257.642424550274,"33_1"
