"LGA","Year","CroplandESA_pw","AgricultureESA_pw","UrbanESA_pw","ForestESA_pw"
"Asari-Toru","2016",0,0.000311574697419338,0.0771117258720185,0.803571971206346
"Atakumosa East","2016",0.307715654575197,0.453455901546284,0.00801440460426888,0.535114760240055
"Atakumosa West","2016",0.395287295170216,0.612320084261207,0.0194914129332083,0.364360338987881
"Atiba","2016",0.259425996908698,0.628711345697266,0.155050331097967,0.0599354685424914
"Atigbo","2016",0.0870729110156279,0.266400231917491,0.0152009768511688,0.396001966332861
"Augie","2016",0.755675946304862,0.9247093633575,0,0
"Auyo","2016",0.665567658708861,0.912548780328094,0.0281425520884457,0.0000880810536109457
"Awe","2016",0.403424605875814,0.585613265169373,0.00649154509011904,0.165509703350618
"Awgu","2016",0.0951470203670879,0.380225896315208,0.00557387709501978,0.51001585609017
"Awka North","2016",0.0995791962840772,0.284236531585342,0.0113725959621479,0.266773148401458
"Awka South","2016",0.1068475613156,0.224561639566142,0.285572815623659,0.234154467799324
"Ayamelum","2016",0.277001802573597,0.376393737590632,0.0247159011713984,0.262545063159082
"Babura","2016",0.685969898381628,0.928497943820739,0.0293934761983922,0
"Badagry","2016",0.226010983445222,0.44597137461532,0.197878465572257,0.186508544589382
"Bade","2016",0.533813775704971,0.739950509812438,0.102461649679148,0
"Bagudo","2016",0.835019592442102,0.88210131073267,0.0044091656187292,0.00193666847092314
"Bagwai","2016",0.906980913786911,0.916519351620962,0.0626195486263183,0
"Akpabuyo","2016",0.430848730201094,0.632744980141204,0.00604204039799065,0.337633245392275
"Bakori","2016",0.94535074966968,0.945964331035348,0.0533991824540482,0
"Bakura","2016",0.895702685654093,0.936832544866536,0.0292719915075023,0
"Balanga","2016",0.86463408130541,0.968909493778197,0,0.0147689869181359
"Bali","2016",0.227594575300802,0.397253628914912,0.0136986278418625,0.417375819259499
"Barikin Ladi","2016",0.486781398522475,0.766468101181554,0.0183206999637684,0.0281197930030675
"Baruten","2016",0.0458509235062524,0.113794440564503,0.0108226239610987,0.528948461404702
"Bassa_Kogi","2016",0.268171360226168,0.366742559100813,0.0065025534263904,0.541264420504051
"Bassa_Plateau","2016",0.657349757980093,0.852621791482899,0.0312448131793402,0.0321242617383469
"Batagarawa","2016",0.395511499644692,0.611040778219862,0.114901550762216,0
"Batsari","2016",0.606225839831918,0.698171759137384,0.0271100674659165,0
"Bauchi","2016",0.662089198913277,0.721850504665507,0.269654898558866,0.00287951652828244
"Baure","2016",0.383872001384283,0.936604800667281,0.0013054657120285,0
"Bebeji","2016",0.900659951212211,0.926809732775782,0.054293538459304,0.000135614527453168
"Bekwara","2016",0.13513118028775,0.552368269763425,0.00114902528613929,0.175030887084224
"Bende","2016",0.424924338020957,0.854484775168398,0.00360586258977094,0.100383724188374
"Biase","2016",0.48527888956767,0.734155083909041,0.001098362465573,0.206717270434554
"Bichi","2016",0.893669438672951,0.903751240227357,0.0770703368883079,0
"Bida","2016",0.236914613100415,0.240327435539604,0.759672564460396,0
"Billiri","2016",0.908915179646285,0.935356112838709,0.0593220776972793,0
"Bindawa","2016",0.84570360090584,0.897610874388692,0.028793951051348,0
"Binji","2016",0.478425141961402,0.862960262200443,0.00545250190343443,0
"Biriniwa","2016",0.299601831611667,0.904198510575757,0.00159183923596713,0.000127910999580216
"Birni Kudu","2016",0.97313861106448,0.978311824647254,0.019224290406333,0
"Birnin-Gwari","2016",0.663509335440076,0.816684551805239,0.0144896451872459,0.026929288921808
"Birnin Kebbi","2016",0.639560919107582,0.787635043743765,0.131093175593759,0
"Birnin Magaji","2016",0.900124546838775,0.915311495257846,0.0156592167521019,0
"Bodinga","2016",0.840165544582715,0.915240721622961,0.0272155806511844,0
"Bogoro","2016",0.921636043498629,0.999989033126458,0,0.0000109668735415799
"Boki","2016",0.0286598784368208,0.107738443758189,0.00368493637148123,0.880050343660002
"Bokkos","2016",0.433239027260075,0.859769991381186,0.0146441547127261,0.062667222783834
"Boluwaduro","2016",0.293931073419179,0.629248088797916,0.0710962846271581,0.235443166535932
"Bomadi","2016",0.137445740054954,0.287492938560862,0.0503583152206375,0.565936211461962
"Bonny","2016",0.048956706068737,0.0570942089323464,0.0891082123298567,0.611904465703456
"Borgu","2016",0.399046932801057,0.441687928101095,0.0166583937912711,0.145502603092346
"Boripe","2016",0.268644911116194,0.507333701421224,0.197747909838984,0.231698212102569
"Bosso","2016",0.771483767155982,0.843044672780566,0.147895230280917,0.0013498141362712
"Brass","2016",0.00290851920360434,0.00400157787816453,0.0310524940493474,0.867246249338535
"Buji","2016",0.969710451836551,0.996414261742745,0,0
"Bukkuyum","2016",0.972580299545574,0.986683583421022,0.00559561838888478,0
"Bungudu","2016",0.873998891737455,0.877765518464385,0.0426302477643139,0
"Bunkure","2016",0.929529067322113,0.939621719244856,0.0601514903873497,0
"Bunza","2016",0.857845614150681,0.920074231704906,0.0172839923173535,0
"Bursari","2016",0.293869389157108,0.770951909802156,0.000205811081691302,0
"Buruku","2016",0.594880192788451,0.842950643902192,0.0128018756643879,0.0232913013082247
"Burutu","2016",0.0474147050925755,0.100335551694358,0.0128922716787786,0.808656701768964
"Bwari","2016",0.14442087970555,0.242001863337405,0.309234795895811,0.0439796380116187
"Calabar-Municipal","2016",0.274329339172572,0.333952893653003,0.502017070943284,0.120194485749116
"Calabar South","2016",0.0296748151597671,0.0427499859772264,0.277282108956299,0.604690215288237
"Chanchaga","2016",0.175000722751432,0.197214779788573,0.801219975209657,0
"Charanchi","2016",0.818396360707614,0.839890436417154,0.0553225249919515,0
"Chikun","2016",0.469847545220681,0.545318155588683,0.35203474081696,0.00252997188165902
"Dala","2016",0,0.00000691016523698732,0.999993089834763,0
"Damaturu","2016",0.597699304733506,0.712834348877663,0.208231848663767,0
"Damban","2016",0.803133568136485,0.957848427907,0.031117435605043,0
"Dambatta","2016",0.852099962388774,0.918601332684994,0.0767499085460028,0
"Dan Musa","2016",0.894639607556128,0.898604035035936,0.0354184381250445,0
"Dandi","2016",0.927121870216575,0.944790691744131,0.0464106454661073,0
"Dandume","2016",0.899136469283617,0.899330210035815,0.100149292456339,0
"Dange-Shuni","2016",0.757465747587219,0.820548320916221,0.080520369588395,0
"Danja","2016",0.936149128316246,0.939676988437414,0.0598361622263688,0.000486849336217357
"Darazo","2016",0.911710691104284,0.940619545113289,0.0350926635791216,0.000298509872992073
"Dass","2016",0.772048720857209,0.922562643226625,0.0256878820799573,0.0297746213454184
"Daura","2016",0.370083123916761,0.457988008378786,0.24400333909,0
"Dawakin Kudu","2016",0.842725190991309,0.900509173901124,0.0983650343641179,0
"Dawakin Tofa","2016",0.870212267710576,0.88422669779931,0.114863481827133,0
"Degema","2016",0.00181318744188413,0.0131548938470489,0.0207013154918697,0.749665548564561
"Dekina","2016",0.0331316672912722,0.0563412571931162,0.0596225623571828,0.818478346297587
"Demsa","2016",0.875049133692583,0.935047548441257,0.0148185231363804,0.000161979218384186
"Doguwa","2016",0.71488072428359,0.77752154724197,0.027699345513495,0.068259391620214
"Doma","2016",0.468705926984402,0.668608054930394,0.0501830026134466,0.130863138093811
"Donga","2016",0.167418029240066,0.420971393368335,0.018849313607264,0.421929013230673
"Dukku","2016",0.916342315167094,0.96063797208524,0.0255173166473171,0
"Njikoka","2016",0.0992868792164875,0.311040791599719,0.0951330696155702,0.139766053196299
"Dutse","2016",0.914817979987633,0.96006079369358,0.0385021988540198,0
"Dutsi","2016",0.484014392114605,0.759255662942799,0.0295131304577343,0
"Dutsin-Ma","2016",0.806371335142315,0.817756070127804,0.133117936639202,0
"Eastern Obolo","2016",0.145962935040944,0.25480177686773,0,0.643239914821253
"Ebonyi","2016",0.301070415197603,0.673706859870266,0.202342023942053,0.0166724563617717
"Edati","2016",0.493854368179178,0.65318730890735,0.00597484691554426,0.150807256154457
"Ede North","2016",0.348047804004097,0.546146177127987,0.30276082684163,0.0204997408692775
"Ede South","2016",0.247221403710314,0.553892970525095,0.0619517646128539,0.274803811094767
"Edu","2016",0.501515185250807,0.645900374076728,0.0270512357911975,0.174188144068423
"Efon","2016",0.39108155160486,0.744029310550844,0.0639169477851024,0.17924346580227
"Egbado North","2016",0.753558903699648,0.894570914625234,0.0619211401392226,0.0203433038199707
"Egbado South","2016",0.715852464894045,0.769091666814106,0.17396151639951,0.0534547174364124
"Egbeda","2016",0.215525401100394,0.296483367195044,0.701197643797727,0.00144290772934307
"Egbedore","2016",0.258439657798659,0.613433695425058,0.175869859585744,0.0965916375605064
"Egor","2016",0.112511712729878,0.120951621346139,0.855325419774278,0.0116206375387543
"Ehime-Mbano","2016",0.0176460211335276,0.286047958132266,0.00798842025948524,0.622038141441345
"Ejigbo","2016",0.236019609295842,0.706201568156135,0.137533275518181,0.0711220175138636
"Ekeremor","2016",0.0362383058987679,0.0823580104590885,0.0115524642513525,0.862930260855221
"Eket","2016",0.495791546509077,0.596737592963159,0.254145213472932,0.135403642118478
"Ekiti","2016",0.00712479762049375,0.0265738252865479,0.0469730934377154,0.786699153353312
"Ekiti East","2016",0.0504609912309434,0.257058656916162,0.163248237915807,0.57378005004577
"Ekiti South West","2016",0.389015750564308,0.624811316159619,0.110969014209451,0.25908264068242
"Ekiti West","2016",0.472244531891232,0.733401375741677,0.0797779331263696,0.179920550013211
"Ekwusigo","2016",0.157430916463034,0.52793745467511,0.0570769433169604,0.146517680639591
"Eleme","2016",0.15806204239749,0.518937803091048,0.304257257933583,0.143003253109819
"Emohua","2016",0.105684211450208,0.649399773747748,0.0485778479010752,0.254310889718262
"Emure","2016",0.183614341311275,0.511459679399854,0.0851582663888385,0.398365200460162
"Enugu East","2016",0.0426803995063728,0.159943833592407,0.32768148388686,0.3814040542368
"Enugu North","2016",0.0460585581046829,0.0973880429300058,0.643147306928281,0.189084744262666
"Enugu South","2016",0.0640924201154302,0.102074883611455,0.448471774342178,0.162050578587711
"Epe","2016",0.415339162861968,0.651280415609978,0.0968832282102023,0.191985539451222
"Esan Central","2016",0.216689779197711,0.341635504358803,0.0310379723657091,0.565900677514181
"Esan North East","2016",0.114449905753373,0.207150929052381,0.144244717459248,0.611830140494329
"Esan South East","2016",0.437291439370158,0.524904926648672,0.00847789407950394,0.39676659235689
"Esan West","2016",0.427859469141657,0.520936551599102,0.130175245287898,0.323352521997896
"Ese-Odo","2016",0.183042268141622,0.22480606631758,0.00885431072869186,0.743594517430662
"Esit - Eket","2016",0.684465391074183,0.836698507419178,0.00264066360787088,0.154102251060545
"Essien Udim","2016",0.273674041184418,0.613222648590962,0.00513279937924976,0.363334984375141
"Etche","2016",0.198145874088536,0.76964154422933,0.0313756111261257,0.177165003333724
"Ethiope East","2016",0.232644018811793,0.869619388314387,0.0961970850049698,0.0139842932911969
"Ethiope West","2016",0.56062848328835,0.654929180495621,0.0697998748196312,0.268478821521167
"Eti-Osa","2016",0.0389008242345726,0.07098139744676,0.790321273940217,0.0686117464384118
"Etim Ekpo","2016",0.2776381636036,0.519278291165721,0,0.476648099705979
"Etinan","2016",0.55409838930538,0.829163846511814,0,0.170217664146587
"Etsako Central","2016",0.0730191434490687,0.108074527559783,0.0449371664112671,0.663374514809621
"Etsako East","2016",0.0724424675725373,0.117868371595244,0.0631988517441715,0.700163258203036
"Etsako West","2016",0.117106465190884,0.165362338091912,0.161704068670263,0.613466489354024
"Etung","2016",0.070832482289154,0.187039108955778,0.00692023784342157,0.793942302866426
"Ewekoro","2016",0.770785193181195,0.864370320715092,0.102277384425587,0.0092067378463105
"Ezeagu","2016",0.037257329201193,0.316355782558602,0.000655302058437341,0.397162698831927
"Ezinihitte","2016",0.0886660510630541,0.602123973454684,0,0.32517322786459
"Ezza North","2016",0.499002569946692,0.942965127916048,0.00353053562905644,0.00365280579755086
"Ezza South","2016",0.313300946900259,0.85321658374869,0.00439657267477675,0.0256089663913268
"Fagge","2016",0.0399498208064843,0.0626540851067408,0.937345914893259,0
"Fakai","2016",0.917141202327083,0.970798191576181,0.00720786959582279,0
"Faskari","2016",0.946496095229921,0.966452293376569,0.0274433543984594,0.000420587679066458
"Fika","2016",0.923070566512317,0.981868953277643,0.00607285618133786,0
"Fufore","2016",0.764668339125257,0.871780727775948,0.0286888185766691,0.0266997292533058
"Funakaye","2016",0.868980853201692,0.922427996375812,0.0426331471374549,0.000294276059434637
"Fune","2016",0.651962319458185,0.845396543795454,0.00834036281153893,0
"Funtua","2016",0.726895832097468,0.73713519645169,0.257061451979035,0
"Gabasawa","2016",0.88800910089974,0.957766784086787,0.0204138011390752,0
"Gada","2016",0.515670855342305,0.655215290820538,0.00435553894588747,0
"Gagarawa","2016",0.292747544603627,0.813277320858692,0.00606204085200108,0
"Gamawa","2016",0.64822342212167,0.88041609709884,0.0210098916433759,0
"Ganjuwa","2016",0.896125352143977,0.96341233494875,0.022670451835603,0.00565478398171903
"Ganye","2016",0.625206527742245,0.765337494892735,0.051702015482528,0.126688613664704
"Garki","2016",0.579420620192738,0.85578204073084,0.0147033243556109,0
"Garko","2016",0.935948105066868,0.94560564827498,0.0420074734963217,0
"Garum Mallam","2016",0.806009153421924,0.924181322224955,0.0684666309658686,0
"Gashaka","2016",0.0414112363072339,0.115404159271667,0.0131452603889418,0.758946994315837
"Gassol","2016",0.67706208688323,0.826985818318208,0.0274106377856036,0.0308430926518937
"Gaya","2016",0.917645970140981,0.935127561732232,0.0584645005319531,0
"Gbako","2016",0.859035957405611,0.955686049908466,0.00862154020883328,0.0116360875986397
"Gboko","2016",0.505364332836815,0.687462189390602,0.218597597109349,0.0381990404315193
"Geidam","2016",0.175558782185872,0.871077022929857,0,0
"Gezawa","2016",0.854124964989935,0.862600583784234,0.134965211967432,0
"Giade","2016",0.925777517436212,0.938498252188605,0.0318593553080681,0
"Gombi","2016",0.855411634744599,0.915973347681018,0.0633018060210015,0.00866317745413269
"Giwa","2016",0.968799133386159,0.979687256698872,0.0198060987603226,0.000124522679955021
"Gokana","2016",0.121062342530075,0.281844680308423,0.185537326842979,0.37650268098281
"Gombe","2016",0.136448924791502,0.161487824085205,0.838512175914795,0
"Girei","2016",0.657608798727498,0.793790871255547,0.121343902855754,0.00573640145051851
"Goronyo","2016",0.461936955508462,0.640505891426966,0.0126824269317617,0
"Gudu","2016",0.424192618589965,0.820745893611647,0.000625494963326054,0
"Gujba","2016",0.955537913424217,0.977012548655017,0.0133184864869538,0
"Gulani","2016",0.814005223257429,0.863034894328136,0.00250525024177363,0.000193551272023449
"Guma","2016",0.284260377551998,0.556321807762257,0.0129929397230442,0.17199041330519
"Gumel","2016",0.216220791997945,0.659661297812652,0.250039021950444,0
"Gummi","2016",0.881921427192378,0.926449399797746,0.0500220267589327,0
"Gurara","2016",0.418473794824249,0.653127521839012,0.0290331323473035,0.0307338063770935
"Guri","2016",0.740754401367457,0.923327306739346,0.0115150518318574,0.0000788813144122027
"Gusau","2016",0.717534625893434,0.764890755387525,0.191621077362738,0.00403403549645644
"Guyuk","2016",0.735197361412845,0.944372806998675,0,0.0000682986059472732
"Gwadabawa","2016",0.70488194168555,0.827900914833219,0.0383464704283256,0
"Gwagwalada","2016",0.53671870623765,0.699218291937456,0.19856363375312,0.0274561271971047
"Gwale","2016",0.047274127023447,0.052145518932964,0.947854481067036,0
"Gwandu","2016",0.736289142696482,0.828210552152893,0.0291670411734228,0
"Gwaram","2016",0.947615533443599,0.974258800216515,0.0238482359732219,0.00022271464560331
"Gwarzo","2016",0.905831110860058,0.91113119086292,0.0834797454373539,0
"Gwer East","2016",0.129234294798117,0.425739133661435,0.0212789442931513,0.364367033875261
"Gwer West","2016",0.0863897424882246,0.264095896738219,0.0341646017467041,0.482071603737742
"Gwiwa","2016",0.595717553745887,0.813006897783915,0.00889720839746358,0
"Hadejia","2016",0.198139246833437,0.237288184334612,0.665978975633554,0
"Hong","2016",0.869109391120611,0.933827950762764,0.027860829587915,0.0193417147867533
"Ibadan North","2016",0.0352382924729051,0.0606079100686082,0.917190404411564,0.000390832677507885
"Ibadan North East","2016",0,0,1,0
"Ibadan North West","2016",0.0551615969095095,0.15251731800265,0.826960318435596,0
"Ibadan South East","2016",0,0,1,0
"Ibadan South West","2016",0.0771991002753296,0.0853646842060247,0.903165714354306,0
"Ibaji","2016",0.1328780359262,0.215403017184381,0.000603826065889215,0.534530427226591
"Ibarapa Central","2016",0.289541036140314,0.783723018127526,0.0489380299933088,0.0569076347446143
"Ibarapa East","2016",0.330002786002365,0.787635987720605,0.0724228043324022,0.0492228002637158
"Ibarapa North","2016",0.512220846077871,0.902832205954127,0.0257650905897729,0.0283916369672648
"Ibeju/Lekki","2016",0.298739938734267,0.55028559842121,0.134941825340573,0.238595375132548
"Ibeno","2016",0.181747015796658,0.280824836665277,0.0773883134564338,0.556457396893003
"Ibesikpo Asutan","2016",0.646932318035455,0.783788504737662,0.0679856557456794,0.148225839516658
"Ibi","2016",0.314901848388462,0.598850784672902,0.0225716707847174,0.160680396827363
"Ibiono Ibom","2016",0.366112702437582,0.688287110750424,0.00557160395048283,0.298981184438676
"Idah","2016",0.176044229935515,0.248411004830293,0.131252543846005,0.227160035174784
"Idanre","2016",0.357307788326769,0.567825730385003,0.0513610323734147,0.355566432945442
"Ideato North","2016",0.0480876245434132,0.576129482153122,0.00326230283109173,0.363604435463566
"Ideato South","2016",0.0569769092968049,0.582552807382074,0,0.365309698579836
"Idemili North","2016",0.120105356327678,0.31145224144763,0.334648539079126,0.0846602024779031
"Idemili South","2016",0.0866016609293861,0.454759599210139,0.085755533227359,0.147593396006833
"Ido","2016",0.523840334315967,0.606726208848575,0.361819748640595,0.0101044211522336
"Ido-Osi","2016",0.15969755419114,0.565257636795639,0.145160228340675,0.278566491450621
"Ifako-Ijaye","2016",0,0,1,0
"Ife Central","2016",0.457882035354666,0.527665434360811,0.357039927626832,0.106305260531543
"Ife East","2016",0.445734802687351,0.495928978964476,0.139911149475689,0.363792045501863
"Ife North","2016",0.302265309647016,0.400789467565547,0.0854239942237364,0.50465488343772
"Ife South","2016",0.0624317237400975,0.114608706352484,0.0156346852374574,0.866948297966296
"Ifedayo","2016",0.145909453874198,0.417424422851328,0.0380188538539976,0.540325779014252
"Ifedore","2016",0.38201335584911,0.6010447207009,0.121564556164719,0.272972214425768
"Ifelodun_Osun","2016",0.230023652554085,0.425408575563387,0.395456716832955,0.13486787232504
"Ifelodun_Kwara","2016",0.0342692414144175,0.0546056696257232,0.0932667733853362,0.43138693920551
"Ifo","2016",0.326609683276069,0.345479273059216,0.616261203311724,0.0195754674816259
"Igabi","2016",0.807309781072402,0.875215173174239,0.115192113502749,0.00109130081181772
"Igalamela-Odolu","2016",0.13582861132161,0.236327905678762,0.0338529813778177,0.569391215462872
"Igbo-Etiti","2016",0.0299912480401024,0.100527081294956,0,0.627177266856494
"Igbo-Eze North","2016",0.00411701088820182,0.0657659668812455,0.00114704211138474,0.882645419913509
"Igbo-Eze South","2016",0.00354014702047309,0.0502592807317936,0.0143409109650634,0.796882087274708
"Igueben","2016",0.594257810816315,0.654635202892852,0.0140428319254106,0.283337085819497
"Ihiala","2016",0.184167850656077,0.752248654802266,0.0241818720504587,0.12908200581323
"Ihitte/Uboma","2016",0.093247577356143,0.471281303219053,0.00715922254746146,0.463795250965216
"Ijebu East","2016",0.677335002184234,0.81364219119919,0.0265970406275949,0.158666704496995
"Ijebu North","2016",0.549003694034251,0.755433785470409,0.172084020338938,0.0724821941906529
"Ijebu North East","2016",0.862587329782366,0.923914110599733,0.0698272185428646,0.00474151721898023
"Ijebu Ode","2016",0.36800228289978,0.423522260336421,0.565960535385028,0.0104069990815472
"Ijero","2016",0.316889328761605,0.638454678062092,0.0973232594920536,0.260565367194176
"Ijumu","2016",0.0216890652750034,0.0464828673431489,0.0460085552520872,0.877602324060572
"Ika","2016",0.350545944983341,0.75204546194609,0,0.237955714179465
"Ika North East","2016",0.414728874881907,0.663111645237885,0.065256711451144,0.222575397409009
"Ika South","2016",0.401776879490615,0.56739706887149,0.08815455232736,0.200889953444845
"Ikara","2016",0.945534746039989,0.947559137480005,0.0522452263572188,0
"Ikeduru","2016",0.022857024896204,0.295161676265345,0.0000737407042107292,0.678477421016362
"Ikeja","2016",0,0,1,0
"Ikenne","2016",0.585975384558231,0.680454927639876,0.198882046603034,0.0706614459538542
"Ikere","2016",0.200978245487053,0.63793406760557,0.24321007370732,0.101530328458465
"Ikole","2016",0.0551658066476848,0.280508911328038,0.081557596967691,0.631492166511237
"Ikom","2016",0.195875033921293,0.445238307877968,0.0432633464199681,0.445025957109297
"Ikono","2016",0.454393714129061,0.713776971384257,0,0.262826214162262
"Ikorodu","2016",0.329952074618408,0.357619200199972,0.512258753224333,0.092146572882159
"Ikot Abasi","2016",0.396936099883354,0.613837618768266,0.0648637981975167,0.2840814729811
"Ikot Ekpene","2016",0.389613968041638,0.622022313271624,0.198111142237467,0.175605019458148
"Ikpoba-Okha","2016",0.449094245635908,0.47330262117238,0.385208573969209,0.122755112576255
"Ikwerre","2016",0.11847929838478,0.753344297286724,0.0999708241227569,0.124665394567394
"Ikwo","2016",0.448266740480524,0.917484060158336,0.00107107073721664,0.0176605556692374
"Ikwuano","2016",0.557188299878324,0.88308456834091,0.0137045499021009,0.0975812324437076
"Ila","2016",0.28792244017067,0.544516209452096,0.175078068480917,0.223997797374958
"Ilaje","2016",0.127643274860107,0.244504825689238,0.0314795192916864,0.535767400951973
"Ile-Oluji-Okeigbo","2016",0.111558136214312,0.220135102868838,0.0533747428057424,0.71928033461582
"Ilejemeji","2016",0.102304309104664,0.204943420420056,0.058257528324523,0.732444225571855
"Ilesha East","2016",0.444793996647383,0.478244280537466,0.490473963469389,0.0297587278685278
"Ilesha West","2016",0.253514912883502,0.269594242543517,0.726861210565678,0.00354454689080424
"Illela","2016",0.506466708011612,0.720971506876653,0.0677565113698375,0
"Ilorin East","2016",0.025552508050832,0.0522737660524186,0.551970278805244,0.0770138111116451
"Ilorin South","2016",0.0250511042948799,0.0535510555332145,0.577464752631091,0.013785189649277
"Ilorin West","2016",0.0298727877508916,0.103520373169768,0.759168071246373,0.00173199820160117
"Imeko-Afon","2016",0.358586869855903,0.625415511484344,0.0339434584492569,0.280952903558123
